mxm_tid,a_name,title,lyrics,spot_id,sr_json,tempo,energy,danceability,loudness,valence,acousticness,tr_json,mood,pri_mood
5454740,The Rapture,First Gear,"First gear OW! First gear OH! First gear don't you get me down, nuh-uh. I'm overlord in a my-m-my-m M-Mustang Ford OW!  Can I ask you a question? Can I bear the reply? First gear... second chance... It's the third time's charm for new romance, oh... I wanna brake it with you.  Hey, does it feel all right now? Hey, does it look good too? Hey, does it feel all right and does it look good--good to you?  OH... First gear... I feel all right, I say all my friends gonna right tonight. Headlights... can't you see that it's all green lights for you and me? I'm fired up... the engine is ruinning. All my charm and all my cunning GIRL... I wanna brake it with you.  Hey, does it feel all right now? Hey, does it look good too? Hey, does it feel all right and does it look good... good to you? I've got to shake shake shake. I've got to get down whatever it takes. I've got to shake shake shake. I've got to get down whatever it takes.  My my my my Mustang Ford. My my my M-M-Mustang Ford. My my my my Mustang Ford. My my my my Mustang Ford. My my my M-M-Mustang Ford. My my my my M-Mustang Ford. My my my my Mustang Ford. My my my my Mustang Ford.  Hey, does it feel all right now? Hey, does it look good too? Hey, does it feel all right and does it look good... good to you? I've got to shake shake shake. I've got to get down whatever it takes. I've got to shake shake shake. I've got to get down whatever it takes",0AQ90N6pUWmqNJfitPVsZH,"{
 ""tracks"": {
  ""href"": ""https://api.spotify.com/v1/search?query=artist%3AThe+Rapture+track%3AFirst+Gear&type=track&market=US&offset=0&limit=1"",
  ""items"": [
   {
    ""album"": {
     ""album_type"": ""album"",
     ""artists"": [
      {
       ""external_urls"": {
        ""spotify"": ""https://open.spotify.com/artist/166Dz1GX3xonSQ3Z6CQW26""
       },
       ""href"": ""https://api.spotify.com/v1/artists/166Dz1GX3xonSQ3Z6CQW26"",
       ""id"": ""166Dz1GX3xonSQ3Z6CQW26"",
       ""name"": ""The Rapture"",
       ""type"": ""artist"",
       ""uri"": ""spotify:artist:166Dz1GX3xonSQ3Z6CQW26""
      }
     ],
     ""available_markets"": [
      ""AD"",
      ""AR"",
      ""AT"",
      ""AU"",
      ""BE"",
      ""BG"",
      ""BO"",
      ""BR"",
      ""CA"",
      ""CH"",
      ""CL"",
      ""CO"",
      ""CR"",
      ""CY"",
      ""CZ"",
      ""DE"",
      ""DK"",
      ""DO"",
      ""EC"",
      ""EE"",
      ""ES"",
      ""FI"",
      ""FR"",
      ""GB"",
      ""GR"",
      ""GT"",
      ""HK"",
      ""HN"",
      ""HU"",
      ""ID"",
      ""IE"",
      ""IL"",
      ""IS"",
      ""IT"",
      ""JP"",
      ""LI"",
      ""LT"",
      ""LU"",
      ""LV"",
      ""MC"",
      ""MT"",
      ""MX"",
      ""MY"",
      ""NI"",
      ""NL"",
      ""NO"",
      ""NZ"",
      ""PA"",
      ""PE"",
      ""PH"",
      ""PL"",
      ""PT"",
      ""PY"",
      ""RO"",
      ""SE"",
      ""SG"",
      ""SK"",
      ""SV"",
      ""TH"",
      ""TR"",
      ""TW"",
      ""US"",
      ""UY"",
      ""VN"",
      ""ZA""
     ],
     ""external_urls"": {
      ""spotify"": ""https://open.spotify.com/album/1IjCAQlroTjoaRMayE3Unf""
     },
     ""href"": ""https://api.spotify.com/v1/albums/1IjCAQlroTjoaRMayE3Unf"",
     ""id"": ""1IjCAQlroTjoaRMayE3Unf"",
     ""images"": [
      {
       ""height"": 571,
       ""url"": ""https://i.scdn.co/image/7d08cfaa6ec86240c9acc31e89787fb044ecead1"",
       ""width"": 640
      },
      {
       ""height"": 268,
       ""url"": ""https://i.scdn.co/image/695b3742fe83d3ece7dad5e347b2dfaa63e2990d"",
       ""width"": 300
      },
      {
       ""height"": 57,
       ""url"": ""https://i.scdn.co/image/7de929daef66b194c8a5ff90823e6974bf61f824"",
       ""width"": 64
      }
     ],
     ""name"": ""Pieces Of The People We Love"",
     ""release_date"": ""2006-01-01"",
     ""release_date_precision"": ""day"",
     ""type"": ""album"",
     ""uri"": ""spotify:album:1IjCAQlroTjoaRMayE3Unf""
    },
    ""artists"": [
     {
      ""external_urls"": {
       ""spotify"": ""https://open.spotify.com/artist/166Dz1GX3xonSQ3Z6CQW26""
      },
      ""href"": ""https://api.spotify.com/v1/artists/166Dz1GX3xonSQ3Z6CQW26"",
      ""id"": ""166Dz1GX3xonSQ3Z6CQW26"",
      ""name"": ""The Rapture"",
      ""type"": ""artist"",
      ""uri"": ""spotify:artist:166Dz1GX3xonSQ3Z6CQW26""
     }
    ],
    ""available_markets"": [
     ""AD"",
     ""AR"",
     ""AT"",
     ""AU"",
     ""BE"",
     ""BG"",
     ""BO"",
     ""BR"",
     ""CA"",
     ""CH"",
     ""CL"",
     ""CO"",
     ""CR"",
     ""CY"",
     ""CZ"",
     ""DE"",
     ""DK"",
     ""DO"",
     ""EC"",
     ""EE"",
     ""ES"",
     ""FI"",
     ""FR"",
     ""GB"",
     ""GR"",
     ""GT"",
     ""HK"",
     ""HN"",
     ""HU"",
     ""ID"",
     ""IE"",
     ""IL"",
     ""IS"",
     ""IT"",
     ""JP"",
     ""LI"",
     ""LT"",
     ""LU"",
     ""LV"",
     ""MC"",
     ""MT"",
     ""MX"",
     ""MY"",
     ""NI"",
     ""NL"",
     ""NO"",
     ""NZ"",
     ""PA"",
     ""PE"",
     ""PH"",
     ""PL"",
     ""PT"",
     ""PY"",
     ""RO"",
     ""SE"",
     ""SG"",
     ""SK"",
     ""SV"",
     ""TH"",
     ""TR"",
     ""TW"",
     ""US"",
     ""UY"",
     ""VN"",
     ""ZA""
    ],
    ""disc_number"": 1,
    ""duration_ms"": 379973,
    ""explicit"": false,
    ""external_ids"": {
     ""isrc"": ""GBUM70601988""
    },
    ""external_urls"": {
     ""spotify"": ""https://open.spotify.com/track/0AQ90N6pUWmqNJfitPVsZH""
    },
    ""href"": ""https://api.spotify.com/v1/tracks/0AQ90N6pUWmqNJfitPVsZH"",
    ""id"": ""0AQ90N6pUWmqNJfitPVsZH"",
    ""is_local"": false,
    ""name"": ""First Gear"",
    ""popularity"": 21,
    ""preview_url"": null,
    ""track_number"": 4,
    ""type"": ""track"",
    ""uri"": ""spotify:track:0AQ90N6pUWmqNJfitPVsZH""
   }
  ],
  ""limit"": 1,
  ""next"": null,
  ""offset"": 0,
  ""previous"": null,
  ""total"": 1
 }
}",124.794,0.814,0.747,-7.098,0.571,2.25e-05,"{
 ""acousticness"": 2.25e-05,
 ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0AQ90N6pUWmqNJfitPVsZH"",
 ""danceability"": 0.747,
 ""duration_ms"": 379973,
 ""energy"": 0.814,
 ""id"": ""0AQ90N6pUWmqNJfitPVsZH"",
 ""instrumentalness"": 0.000279,
 ""key"": 1,
 ""liveness"": 0.13,
 ""loudness"": -7.098,
 ""mode"": 1,
 ""speechiness"": 0.0315,
 ""tempo"": 124.794,
 ""time_signature"": 4,
 ""track_href"": ""https://api.spotify.com/v1/tracks/0AQ90N6pUWmqNJfitPVsZH"",
 ""type"": ""audio_features"",
 ""uri"": ""spotify:track:0AQ90N6pUWmqNJfitPVsZH"",
 ""valence"": 0.571
}",0,0
1149404,Aerosmith,Joanie's Butterfly,In water still The night I met the pony It was so dark that I could hardly see It smelled so sweet you know who and Joanie So many butterflies one could not see  We all could feel desire Took off in flight It was hotter than fire Then came the light  Ooh ah now smell the heat The dancing pony unwrapped his wings To dry off Joanie The pony he grew in size In thunder and rain And finally realized A what he was and what he does And what he couldn't say  And left to kiss the cheek of Mother Nature Nobody here can be denied such things Make the ladies you love come honey No butterfly should be denied it's wings  He were a kick ass rocking horse He like a hell bent tied to the Gavin Pole It was a one time fantasy I got the bare bones fly into the Holy Land Bare back flyin' like a ruddered man Nightmares and he can't hold a candle to my dreams Yeah... yeah  We rode the night And took to wing It was so all right It was everything We flew into burning skies The thunder and rain And finally realized What he is and what he does And what he couldn't say  Oh no no... Took off in flight Oh no no... Then came the light  Flashback something coming over me No sweat one time fantasy Bare boned and all that is the wind it seems Hell who's the chick That rides into my dreams  No livery No stable lights No try to please Nobody's eyes We'll never see us again In time it'll pass And where did it all begin But all in good time Somebody shot an arrow  Now tell me tell me tell me tell me never Wakin' me 'cause you're cold sometimes Being seduced will be your own pleasures What be his muse may be what he must find  He was a kick ass rocking horse He was a one horned unicornucopia Two two in Utopia Three star verge into infinity Four... (four) Four... (four),2FRazo1gUmrvJBmfuCCh1p,"{
 ""tracks"": {
  ""href"": ""https://api.spotify.com/v1/search?query=artist%3AAerosmith+track%3AJoanie%27s+Butterfly&type=track&market=US&offset=0&limit=1"",
  ""items"": [
   {
    ""album"": {
     ""album_type"": ""album"",
     ""artists"": [
      {
       ""external_urls"": {
        ""spotify"": ""https://open.spotify.com/artist/7Ey4PD4MYsKc5I2dolUwbH""
       },
       ""href"": ""https://api.spotify.com/v1/artists/7Ey4PD4MYsKc5I2dolUwbH"",
       ""id"": ""7Ey4PD4MYsKc5I2dolUwbH"",
       ""name"": ""Aerosmith"",
       ""type"": ""artist"",
       ""uri"": ""spotify:artist:7Ey4PD4MYsKc5I2dolUwbH""
      }
     ],
     ""available_markets"": [
      ""AD"",
      ""AR"",
      ""AT"",
      ""AU"",
      ""BE"",
      ""BG"",
      ""BO"",
      ""BR"",
      ""CA"",
      ""CH"",
      ""CL"",
      ""CO"",
      ""CR"",
      ""CY"",
      ""CZ"",
      ""DE"",
      ""DK"",
      ""DO"",
      ""EC"",
      ""EE"",
      ""ES"",
      ""FI"",
      ""FR"",
      ""GB"",
      ""GR"",
      ""GT"",
      ""HK"",
      ""HN"",
      ""HU"",
      ""ID"",
      ""IE"",
      ""IL"",
      ""IS"",
      ""IT"",
      ""JP"",
      ""LI"",
      ""LT"",
      ""LU"",
      ""LV"",
      ""MC"",
      ""MT"",
      ""MX"",
      ""MY"",
      ""NI"",
      ""NL"",
      ""NO"",
      ""NZ"",
      ""PA"",
      ""PE"",
      ""PH"",
      ""PL"",
      ""PT"",
      ""PY"",
      ""RO"",
      ""SE"",
      ""SG"",
      ""SK"",
      ""SV"",
      ""TH"",
      ""TR"",
      ""TW"",
      ""US"",
      ""UY"",
      ""VN"",
      ""ZA""
     ],
     ""external_urls"": {
      ""spotify"": ""https://open.spotify.com/album/3R08nheJrat1bBUK8ev6Sg""
     },
     ""href"": ""https://api.spotify.com/v1/albums/3R08nheJrat1bBUK8ev6Sg"",
     ""id"": ""3R08nheJrat1bBUK8ev6Sg"",
     ""images"": [
      {
       ""height"": 640,
       ""url"": ""https://i.scdn.co/image/691acbc4ad502bb2863265866c5183772b0b8b89"",
       ""width"": 640
      },
      {
       ""height"": 300,
       ""url"": ""https://i.scdn.co/image/32bede1b9db347b44e6ae5d5f5825d90294d2160"",
       ""width"": 300
      },
      {
       ""height"": 64,
       ""url"": ""https://i.scdn.co/image/a07725c522b8c2a1a7523e856e07eed2a60dd687"",
       ""width"": 64
      }
     ],
     ""name"": ""Rock In A Hard Place"",
     ""release_date"": ""1982"",
     ""release_date_precision"": ""year"",
     ""type"": ""album"",
     ""uri"": ""spotify:album:3R08nheJrat1bBUK8ev6Sg""
    },
    ""artists"": [
     {
      ""external_urls"": {
       ""spotify"": ""https://open.spotify.com/artist/7Ey4PD4MYsKc5I2dolUwbH""
      },
      ""href"": ""https://api.spotify.com/v1/artists/7Ey4PD4MYsKc5I2dolUwbH"",
      ""id"": ""7Ey4PD4MYsKc5I2dolUwbH"",
      ""name"": ""Aerosmith"",
      ""type"": ""artist"",
      ""uri"": ""spotify:artist:7Ey4PD4MYsKc5I2dolUwbH""
     }
    ],
    ""available_markets"": [
     ""AD"",
     ""AR"",
     ""AT"",
     ""AU"",
     ""BE"",
     ""BG"",
     ""BO"",
     ""BR"",
     ""CA"",
     ""CH"",
     ""CL"",
     ""CO"",
     ""CR"",
     ""CY"",
     ""CZ"",
     ""DE"",
     ""DK"",
     ""DO"",
     ""EC"",
     ""EE"",
     ""ES"",
     ""FI"",
     ""FR"",
     ""GB"",
     ""GR"",
     ""GT"",
     ""HK"",
     ""HN"",
     ""HU"",
     ""ID"",
     ""IE"",
     ""IL"",
     ""IS"",
     ""IT"",
     ""JP"",
     ""LI"",
     ""LT"",
     ""LU"",
     ""LV"",
     ""MC"",
     ""MT"",
     ""MX"",
     ""MY"",
     ""NI"",
     ""NL"",
     ""NO"",
     ""NZ"",
     ""PA"",
     ""PE"",
     ""PH"",
     ""PL"",
     ""PT"",
     ""PY"",
     ""RO"",
     ""SE"",
     ""SG"",
     ""SK"",
     ""SV"",
     ""TH"",
     ""TR"",
     ""TW"",
     ""US"",
     ""UY"",
     ""VN"",
     ""ZA""
    ],
    ""disc_number"": 1,
    ""duration_ms"": 335000,
    ""explicit"": false,
    ""external_ids"": {
     ""isrc"": ""USSM10024259""
    },
    ""external_urls"": {
     ""spotify"": ""https://open.spotify.com/track/2FRazo1gUmrvJBmfuCCh1p""
    },
    ""href"": ""https://api.spotify.com/v1/tracks/2FRazo1gUmrvJBmfuCCh1p"",
    ""id"": ""2FRazo1gUmrvJBmfuCCh1p"",
    ""is_local"": false,
    ""name"": ""Joanie's Butterfly"",
    ""popularity"": 21,
    ""preview_url"": ""https://p.scdn.co/mp3-preview/f2f23fe6037eafdd3cea3a4aa3b48570d894a2c2?cid=7495971772344e3d9bb6e9205965630b"",
    ""track_number"": 7,
    ""type"": ""track"",
    ""uri"": ""spotify:track:2FRazo1gUmrvJBmfuCCh1p""
   }
  ],
  ""limit"": 1,
  ""next"": null,
  ""offset"": 0,
  ""previous"": null,
  ""total"": 1
 }
}",131.119,0.628,0.441,-11.423,0.57,0.0628,"{
 ""acousticness"": 0.0628,
 ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2FRazo1gUmrvJBmfuCCh1p"",
 ""danceability"": 0.441,
 ""duration_ms"": 335000,
 ""energy"": 0.628,
 ""id"": ""2FRazo1gUmrvJBmfuCCh1p"",
 ""instrumentalness"": 6.38e-05,
 ""key"": 7,
 ""liveness"": 0.0801,
 ""loudness"": -11.423,
 ""mode"": 1,
 ""speechiness"": 0.0279,
 ""tempo"": 131.119,
 ""time_signature"": 4,
 ""track_href"": ""https://api.spotify.com/v1/tracks/2FRazo1gUmrvJBmfuCCh1p"",
 ""type"": ""audio_features"",
 ""uri"": ""spotify:track:2FRazo1gUmrvJBmfuCCh1p"",
 ""valence"": 0.57
}",1,1
5349777,George Jones,Accidentally on Purpose,"Written by George Jones and Darrell Edwards   In the papers I saw you this morning You were lovely, dressed in your wedding gown And it said you would marry a stranger to me That had drifted into our old home town  Accident'ly, you met him one ev'ning And you say it was love at first sight Accident'ly on purpose you're marryin' Accident'ly on purpose, for spite  For you say that you saw me out painting the town That I was just a fool with the heart of a clown Accident'ly, you were mistaken that night Accident'ly on purpose, for spite  Yes, you say that you saw me out painting the town That I was just a fool with the heart of a clown Accident'ly, you were mistaken that night Accident'ly on purpose, for spite",0IrdRflmBCEFXqvQ7Hm3Sp,"{
 ""tracks"": {
  ""href"": ""https://api.spotify.com/v1/search?query=artist%3AGeorge+Jones+track%3AAccidentally+on+Purpose&type=track&market=US&offset=0&limit=1"",
  ""items"": [
   {
    ""album"": {
     ""album_type"": ""compilation"",
     ""artists"": [
      {
       ""external_urls"": {
        ""spotify"": ""https://open.spotify.com/artist/2OpqcUtj10HHvGG6h9VYC5""
       },
       ""href"": ""https://api.spotify.com/v1/artists/2OpqcUtj10HHvGG6h9VYC5"",
       ""id"": ""2OpqcUtj10HHvGG6h9VYC5"",
       ""name"": ""George Jones"",
       ""type"": ""artist"",
       ""uri"": ""spotify:artist:2OpqcUtj10HHvGG6h9VYC5""
      }
     ],
     ""available_markets"": [
      ""AD"",
      ""AR"",
      ""AT"",
      ""AU"",
      ""BE"",
      ""BG"",
      ""BO"",
      ""BR"",
      ""CA"",
      ""CH"",
      ""CL"",
      ""CO"",
      ""CR"",
      ""CY"",
      ""CZ"",
      ""DE"",
      ""DK"",
      ""DO"",
      ""EC"",
      ""EE"",
      ""ES"",
      ""FI"",
      ""FR"",
      ""GB"",
      ""GR"",
      ""GT"",
      ""HK"",
      ""HN"",
      ""HU"",
      ""ID"",
      ""IE"",
      ""IL"",
      ""IS"",
      ""IT"",
      ""JP"",
      ""LI"",
      ""LT"",
      ""LU"",
      ""LV"",
      ""MC"",
      ""MT"",
      ""MX"",
      ""MY"",
      ""NI"",
      ""NL"",
      ""NO"",
      ""NZ"",
      ""PA"",
      ""PE"",
      ""PH"",
      ""PL"",
      ""PT"",
      ""PY"",
      ""RO"",
      ""SE"",
      ""SG"",
      ""SK"",
      ""SV"",
      ""TH"",
      ""TR"",
      ""TW"",
      ""US"",
      ""UY"",
      ""VN"",
      ""ZA""
     ],
     ""external_urls"": {
      ""spotify"": ""https://open.spotify.com/album/4HucnJEyRrftVJCYfMzWDp""
     },
     ""href"": ""https://api.spotify.com/v1/albums/4HucnJEyRrftVJCYfMzWDp"",
     ""id"": ""4HucnJEyRrftVJCYfMzWDp"",
     ""images"": [
      {
       ""height"": 640,
       ""url"": ""https://i.scdn.co/image/f75c3c94652e3d349cf71f039f4fc63dc8ca6f88"",
       ""width"": 640
      },
      {
       ""height"": 300,
       ""url"": ""https://i.scdn.co/image/dc290d708a12af305e0e3ef22d0c3b529f1879ca"",
       ""width"": 300
      },
      {
       ""height"": 64,
       ""url"": ""https://i.scdn.co/image/7954a4a030ad55b93e3e9ddd0b6ef312329ae7eb"",
       ""width"": 64
      }
     ],
     ""name"": ""Best Of"",
     ""release_date"": ""2013-01-01"",
     ""release_date_precision"": ""day"",
     ""type"": ""album"",
     ""uri"": ""spotify:album:4HucnJEyRrftVJCYfMzWDp""
    },
    ""artists"": [
     {
      ""external_urls"": {
       ""spotify"": ""https://open.spotify.com/artist/2OpqcUtj10HHvGG6h9VYC5""
      },
      ""href"": ""https://api.spotify.com/v1/artists/2OpqcUtj10HHvGG6h9VYC5"",
      ""id"": ""2OpqcUtj10HHvGG6h9VYC5"",
      ""name"": ""George Jones"",
      ""type"": ""artist"",
      ""uri"": ""spotify:artist:2OpqcUtj10HHvGG6h9VYC5""
     }
    ],
    ""available_markets"": [
     ""AD"",
     ""AR"",
     ""AT"",
     ""AU"",
     ""BE"",
     ""BG"",
     ""BO"",
     ""BR"",
     ""CA"",
     ""CH"",
     ""CL"",
     ""CO"",
     ""CR"",
     ""CY"",
     ""CZ"",
     ""DE"",
     ""DK"",
     ""DO"",
     ""EC"",
     ""EE"",
     ""ES"",
     ""FI"",
     ""FR"",
     ""GB"",
     ""GR"",
     ""GT"",
     ""HK"",
     ""HN"",
     ""HU"",
     ""ID"",
     ""IE"",
     ""IL"",
     ""IS"",
     ""IT"",
     ""JP"",
     ""LI"",
     ""LT"",
     ""LU"",
     ""LV"",
     ""MC"",
     ""MT"",
     ""MX"",
     ""MY"",
     ""NI"",
     ""NL"",
     ""NO"",
     ""NZ"",
     ""PA"",
     ""PE"",
     ""PH"",
     ""PL"",
     ""PT"",
     ""PY"",
     ""RO"",
     ""SE"",
     ""SG"",
     ""SK"",
     ""SV"",
     ""TH"",
     ""TR"",
     ""TW"",
     ""US"",
     ""UY"",
     ""VN"",
     ""ZA""
    ],
    ""disc_number"": 1,
    ""duration_ms"": 144200,
    ""explicit"": false,
    ""external_ids"": {
     ""isrc"": ""USPR35902419""
    },
    ""external_urls"": {
     ""spotify"": ""https://open.spotify.com/track/0IrdRflmBCEFXqvQ7Hm3Sp""
    },
    ""href"": ""https://api.spotify.com/v1/tracks/0IrdRflmBCEFXqvQ7Hm3Sp"",
    ""id"": ""0IrdRflmBCEFXqvQ7Hm3Sp"",
    ""is_local"": false,
    ""name"": ""Accidentally On Purpose - Single Version"",
    ""popularity"": 19,
    ""preview_url"": null,
    ""track_number"": 7,
    ""type"": ""track"",
    ""uri"": ""spotify:track:0IrdRflmBCEFXqvQ7Hm3Sp""
   }
  ],
  ""limit"": 1,
  ""next"": ""https://api.spotify.com/v1/search?query=artist%3AGeorge+Jones+track%3AAccidentally+on+Purpose&type=track&market=US&offset=1&limit=1"",
  ""offset"": 0,
  ""previous"": null,
  ""total"": 7
 }
}",88.256,0.241,0.573,-10.226,0.414,0.842,"{
 ""acousticness"": 0.842,
 ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0IrdRflmBCEFXqvQ7Hm3Sp"",
 ""danceability"": 0.573,
 ""duration_ms"": 144200,
 ""energy"": 0.241,
 ""id"": ""0IrdRflmBCEFXqvQ7Hm3Sp"",
 ""instrumentalness"": 1.84e-06,
 ""key"": 2,
 ""liveness"": 0.112,
 ""loudness"": -10.226,
 ""mode"": 1,
 ""speechiness"": 0.0337,
 ""tempo"": 88.256,
 ""time_signature"": 3,
 ""track_href"": ""https://api.spotify.com/v1/tracks/0IrdRflmBCEFXqvQ7Hm3Sp"",
 ""type"": ""audio_features"",
 ""uri"": ""spotify:track:0IrdRflmBCEFXqvQ7Hm3Sp"",
 ""valence"": 0.414
}",3,0
